ID,V8,V9,V10,Q1,Q2_1,Q3_1,Q3_2,Q3_3,Q3_4,Q3_5,Q3_6,Q3_7,Q3_8,Q12_1_Group,Q12_2_Group,Q12_3_Group,Q12_4_Group,Q12_5_Group,Q12_6_Group,Q12_7_Group,Q12_8_Group,Q12_9_Group,Q12_10_Group,Q12_11_Group,Q12_12_Group,Q12_13_Group,Q12_14_Group,Q12_15_Group,Q12_16_Group,Q12_17_Group,Q12_18_Group,Q12_19_Group,Q12_20_Group,Q12_21_Group,Q12_22_Group,Q12_23_Group
627208,5/16/2011 15:43,5/16/2011 15:56,1,1,100,NA,1,1,NA,NA,NA,NA,NA,1,2,0,0,2,2,2,2,1,2,0,1,0,2,0,2,1,0,0,2,2,2,1
1675530,5/16/2011 15:51,5/16/2011 15:58,1,1,91,1,1,1,1,1,NA,1,1,0,0,0,0,1,1,2,1,0,1,1,1,0,0,0,1,0,0,0,2,1,1,0
1676788,5/16/2011 15:52,5/16/2011 16:01,1,1,100,1,NA,1,1,NA,1,NA,NA,2,2,0,1,2,2,1,2,2,1,1,2,1,1,0,1,2,1,0,2,1,2,2
1252395,5/16/2011 15:54,5/16/2011 16:02,1,1,95,1,NA,NA,1,NA,1,NA,NA,1,0,0,0,1,1,1,1,2,1,0,1,0,2,0,1,0,0,0,0,1,0,1
1110964,5/16/2011 15:02,5/16/2011 16:04,1,1,100,1,NA,1,NA,NA,NA,NA,NA,0,1,0,1,2,2,0,1,2,1,1,0,1,2,0,1,2,0,1,1,0,0,2
1621834,5/16/2011 15:58,5/16/2011 16:04,1,1,100,NA,1,1,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
40469,5/16/2011 15:48,5/16/2011 16:04,1,1,100,NA,1,1,NA,NA,1,NA,NA,1,2,2,0,2,1,2,1,1,1,1,1,0,1,1,1,0,0,1,2,0,2,2
201798,5/16/2011 15:45,5/16/2011 16:05,1,1,100,1,1,1,NA,1,1,NA,1,2,1,2,1,2,2,2,2,2,1,2,1,2,2,1,0,1,1,1,1,0,1,1
1243458,5/16/2011 15:53,5/16/2011 16:07,1,1,100,1,1,1,NA,1,NA,1,NA,1,1,0,0,1,1,1,1,1,1,0,0,0,1,0,1,1,0,0,1,0,1,1
1206812,5/16/2011 15:53,5/16/2011 16:08,1,1,100,1,1,1,NA,NA,1,NA,NA,2,1,1,1,2,2,2,2,2,2,2,2,2,2,0,2,2,0,0,0,2,2,1
1271667,5/16/2011 15:59,5/16/2011 16:09,1,1,100,1,1,NA,NA,1,1,1,1,1,0,0,1,0,2,2,2,1,0,1,2,0,0,0,2,2,0,0,0,1,0,0
668870,5/16/2011 15:58,5/16/2011 16:10,1,1,100,1,NA,NA,NA,NA,1,NA,NA,2,1,0,0,1,2,2,2,0,2,2,2,1,2,1,1,0,0,1,1,1,1,0
1003152,5/16/2011 15:59,5/16/2011 16:10,1,1,92,1,NA,NA,NA,NA,NA,NA,NA,2,2,0,0,1,2,1,1,2,2,2,1,1,2,2,2,0,0,0,1,1,1,2
675138,5/16/2011 16:03,5/16/2011 16:11,1,1,81,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,2,0,1,0,1,0,1,2,1,0,1,2,1,0,1,1,2,1
656029,5/16/2011 15:57,5/16/2011 16:13,1,1,91,1,1,1,1,NA,NA,1,NA,2,2,1,0,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,NA,0,2,1
1220761,5/16/2011 16:04,5/16/2011 16:14,1,1,100,1,1,NA,NA,1,1,1,NA,1,2,2,1,2,2,1,2,1,2,2,2,1,2,1,2,1,1,1,2,0,2,2
529628,5/16/2011 16:09,5/16/2011 16:15,1,1,100,1,1,1,NA,1,NA,NA,NA,2,2,1,2,2,2,2,2,2,1,2,2,0,2,0,2,0,0,0,2,1,2,2
1097546,5/16/2011 16:06,5/16/2011 16:16,1,1,91,NA,1,1,NA,NA,NA,1,NA,1,1,2,1,2,2,1,2,1,0,0,0,1,2,0,1,1,1,1,0,1,0,1
605002,5/16/2011 15:37,5/16/2011 16:20,1,1,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
588137,5/16/2011 16:11,5/16/2011 16:21,1,1,100,1,NA,NA,NA,NA,1,1,1,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,0,2,2,2,2,1,2,2
1234113,5/16/2011 16:13,5/16/2011 16:22,1,1,100,NA,1,1,NA,1,1,NA,NA,1,2,1,2,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
1091488,5/16/2011 16:15,5/16/2011 16:24,1,1,100,1,1,1,1,NA,NA,NA,NA,2,2,1,2,2,2,2,2,2,2,2,2,0,2,1,2,0,1,0,1,1,2,1
473223,5/16/2011 16:13,5/16/2011 16:24,1,1,100,NA,1,1,NA,1,1,NA,NA,0,2,2,2,2,1,2,0,1,2,1,0,0,2,2,0,0,2,2,2,1,2,1
555173,5/16/2011 16:08,5/16/2011 16:26,1,1,100,1,1,1,NA,NA,1,1,1,2,2,1,1,1,2,1,2,2,1,2,0,1,2,1,1,2,0,0,2,0,2,2
1084779,5/16/2011 16:18,5/16/2011 16:27,1,1,85,1,NA,1,1,NA,1,NA,NA,2,1,0,0,2,2,1,2,2,1,1,0,0,2,1,0,0,0,0,2,1,2,1
1616858,5/16/2011 16:15,5/16/2011 16:27,1,1,100,1,1,1,NA,1,NA,1,NA,1,2,2,2,2,1,1,2,1,1,2,2,2,2,2,0,2,2,2,2,1,2,2
1267156,5/16/2011 16:15,5/16/2011 16:29,1,1,93,NA,1,1,NA,NA,NA,NA,NA,1,1,0,0,0,NA,NA,NA,1,1,NA,NA,1,NA,1,1,NA,NA,0,0,NA,1,1
1265111,5/16/2011 16:22,5/16/2011 16:31,1,1,100,1,NA,NA,NA,1,1,NA,NA,1,1,0,1,1,2,1,2,2,0,1,2,2,2,2,1,1,0,0,1,0,1,2
246961,5/16/2011 16:23,5/16/2011 16:31,1,1,90,1,1,NA,NA,NA,NA,NA,NA,2,2,2,2,1,1,2,2,1,1,2,2,1,2,0,1,1,0,0,0,0,0,0
1178882,5/16/2011 16:17,5/16/2011 16:31,1,1,99,1,1,1,NA,1,NA,1,1,0,0,0,0,1,1,1,2,1,1,2,0,0,1,1,1,1,1,0,0,1,1,1
108210,5/16/2011 16:09,5/16/2011 16:31,1,1,100,NA,1,NA,NA,NA,NA,NA,NA,1,2,0,0,0,2,1,0,2,0,0,1,0,2,1,1,0,0,2,2,1,2,1
1248461,5/16/2011 16:23,5/16/2011 16:33,1,1,100,1,1,1,1,1,1,1,1,1,0,0,0,2,1,2,2,1,0,0,0,0,2,0,0,0,0,1,0,1,1,0
1237166,5/16/2011 16:06,5/16/2011 16:33,1,1,100,1,1,1,NA,NA,NA,1,NA,0,0,1,0,1,2,1,2,1,0,1,0,0,2,0,0,1,0,0,0,0,0,0
1619955,5/16/2011 16:24,5/16/2011 16:35,1,1,100,1,NA,1,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
988451,5/16/2011 16:25,5/16/2011 16:37,1,1,40,1,1,1,NA,NA,NA,NA,NA,1,2,0,1,0,1,1,2,1,0,1,0,2,1,2,0,0,0,0,2,0,2,2
1261272,5/16/2011 16:24,5/16/2011 16:39,1,1,50,1,NA,NA,NA,1,1,NA,NA,0,1,2,0,2,2,0,1,2,0,1,1,1,1,2,0,1,0,0,1,0,1,2
1250659,5/16/2011 14:22,5/16/2011 16:40,1,1,82,1,1,NA,NA,1,NA,1,NA,1,0,0,0,0,1,1,2,2,0,2,2,0,2,0,1,1,1,2,2,0,1,0
1087541,5/16/2011 16:25,5/16/2011 16:41,1,1,100,1,1,NA,NA,1,NA,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,1,2,2
85723,5/16/2011 16:26,5/16/2011 16:41,1,1,92,1,1,1,NA,1,1,1,NA,1,2,1,0,1,1,1,2,0,0,1,1,0,0,0,1,0,0,0,2,1,2,1
1262345,5/16/2011 16:31,5/16/2011 16:44,1,1,100,1,1,1,1,NA,1,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,1,1,NA,NA,NA,0
1601577,5/16/2011 16:34,5/16/2011 16:47,1,1,97,1,1,NA,NA,NA,NA,1,NA,NA,NA,1,0,NA,2,NA,NA,NA,NA,1,0,2,NA,1,NA,NA,NA,0,NA,NA,NA,0
1670011,5/16/2011 16:40,5/16/2011 16:50,1,1,95,1,1,NA,1,NA,1,1,1,2,2,0,1,2,2,1,2,2,1,1,1,0,2,0,2,0,0,0,1,0,2,2
1239706,5/16/2011 16:39,5/16/2011 16:50,1,1,81,1,1,1,NA,NA,1,NA,NA,2,2,1,0,2,2,2,2,2,1,1,1,1,2,1,0,2,0,0,1,0,2,1
376605,5/16/2011 16:39,5/16/2011 16:51,1,1,100,1,1,1,NA,1,1,1,1,1,2,1,0,2,1,1,1,2,2,1,0,2,2,0,1,2,1,0,2,0,2,2
1100437,5/16/2011 16:35,5/16/2011 16:51,1,1,33,1,1,1,1,1,NA,1,NA,2,2,0,0,2,2,2,2,2,2,2,1,2,0,1,2,2,1,1,2,1,2,2
1236306,5/16/2011 16:19,5/16/2011 16:51,1,1,100,1,1,1,1,1,1,1,1,0,NA,0,NA,0,NA,0,NA,2,1,NA,0,1,NA,0,NA,NA,0,NA,NA,NA,NA,NA
206153,5/16/2011 16:40,5/16/2011 16:52,1,1,100,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1232219,5/16/2011 16:37,5/16/2011 16:53,1,1,75,1,1,NA,NA,NA,1,1,NA,1,2,1,0,1,2,2,1,2,1,1,1,2,2,1,2,1,1,0,1,0,2,2
1097995,5/16/2011 16:36,5/16/2011 16:53,1,1,91,1,1,1,1,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,1,NA,NA,1,NA,0,2,1,0,NA,1,NA,NA,1
1621679,5/16/2011 16:37,5/16/2011 16:54,1,1,81,1,1,1,1,1,NA,1,NA,1,1,1,1,2,2,2,1,0,2,0,0,1,2,1,0,0,1,1,1,0,1,0
374009,5/16/2011 16:13,5/16/2011 16:54,1,1,100,1,NA,NA,NA,NA,1,1,NA,2,2,0,0,2,1,2,0,1,0,1,0,1,2,1,0,0,0,0,1,1,0,2
480859,5/16/2011 16:43,5/16/2011 16:55,1,1,71,NA,1,1,NA,NA,NA,NA,NA,1,1,0,1,1,2,1,2,1,1,1,2,2,2,0,2,1,0,0,0,0,0,0
1267714,5/16/2011 16:36,5/16/2011 16:56,1,1,99,1,1,1,NA,1,1,1,1,2,NA,0,0,2,2,1,NA,2,2,NA,NA,1,NA,1,NA,1,NA,1,NA,NA,2,0
1259821,5/16/2011 16:41,5/16/2011 16:56,1,1,93,1,1,1,1,1,1,NA,NA,1,1,0,0,2,2,2,2,2,2,1,2,0,2,1,1,1,1,1,1,1,2,2
1235888,5/16/2011 16:48,5/16/2011 16:59,1,1,100,1,NA,1,NA,1,NA,NA,NA,0,2,0,0,2,2,1,0,0,2,0,1,0,2,0,0,2,2,0,2,1,2,1
631272,5/16/2011 16:54,5/16/2011 17:03,1,1,76,1,1,NA,1,NA,NA,NA,NA,1,2,2,1,0,2,0,1,1,2,1,1,2,2,0,2,1,1,0,0,0,1,2
898476,5/16/2011 16:49,5/16/2011 17:03,1,1,100,1,NA,NA,NA,NA,1,1,1,1,1,0,0,2,2,2,2,1,1,2,1,0,2,0,0,2,1,1,1,0,2,1
1122700,5/16/2011 16:41,5/16/2011 17:03,1,1,99,1,1,NA,NA,1,1,NA,NA,1,2,0,0,1,2,2,2,1,2,1,1,0,2,1,2,0,0,0,0,2,2,1
1621679,5/16/2011 16:54,5/16/2011 17:04,1,1,79,1,1,1,1,1,NA,1,NA,1,1,1,1,2,2,2,2,0,1,0,0,0,2,1,0,0,1,1,1,0,0,0
686187,5/16/2011 16:48,5/16/2011 17:04,1,1,100,1,1,1,NA,NA,1,1,NA,1,1,0,0,1,1,2,0,2,0,2,2,0,2,0,1,1,1,2,2,1,1,0
1248805,5/16/2011 16:53,5/16/2011 17:08,1,1,100,1,1,1,NA,1,NA,1,NA,0,1,0,0,2,2,2,2,2,1,1,1,0,2,0,1,0,0,0,0,1,1,1
1243602,5/16/2011 16:59,5/16/2011 17:08,1,1,50,1,1,NA,NA,1,NA,NA,NA,1,1,1,0,2,2,2,2,2,1,0,1,1,1,1,2,1,2,0,1,1,1,0
605883,5/16/2011 17:06,5/16/2011 17:17,1,1,100,1,1,1,1,1,1,NA,1,1,2,2,2,0,1,1,1,2,1,0,0,1,1,2,1,1,2,0,2,0,2,2
1037229,5/16/2011 17:02,5/16/2011 17:17,1,1,50,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,0,0,NA,0,NA,0
610274,5/16/2011 17:11,5/16/2011 17:23,1,1,100,1,NA,NA,1,1,NA,NA,NA,1,2,0,0,1,2,2,1,2,1,0,1,0,1,0,2,0,0,1,2,2,2,2
1269198,5/16/2011 17:11,5/16/2011 17:23,1,1,100,1,1,1,NA,1,1,1,1,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,0,NA,1,2,NA,0,NA,NA
995568,5/16/2011 17:18,5/16/2011 17:32,1,1,100,1,NA,NA,NA,NA,NA,1,NA,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
1210923,5/16/2011 17:20,5/16/2011 17:33,1,1,100,1,1,1,NA,NA,1,NA,NA,1,2,1,2,1,2,1,2,1,0,2,2,1,2,2,1,2,2,2,2,0,0,2
565610,5/16/2011 17:23,5/16/2011 17:33,1,1,58,1,1,1,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA
696956,5/16/2011 17:21,5/16/2011 17:33,1,1,100,1,1,1,NA,NA,1,NA,NA,1,0,0,0,2,2,2,2,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0
917244,5/16/2011 17:22,5/16/2011 17:36,1,1,100,1,1,NA,NA,NA,1,NA,NA,2,2,2,2,1,2,2,2,2,1,2,2,2,1,2,0,2,2,2,2,2,2,2
1203725,5/16/2011 17:16,5/16/2011 17:36,1,1,100,1,NA,NA,NA,1,1,NA,NA,0,1,1,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,1,1
1264124,5/16/2011 17:22,5/16/2011 17:37,1,1,100,1,1,1,1,1,1,1,1,1,0,0,0,1,2,1,2,2,0,1,0,0,2,0,2,2,2,1,1,0,2,0
1677179,5/16/2011 17:10,5/16/2011 17:37,1,1,100,1,1,1,NA,1,1,1,NA,1,2,1,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0
1276660,5/16/2011 17:23,5/16/2011 17:37,1,1,100,1,NA,NA,NA,1,NA,1,NA,1,2,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,2,1,1,0
629162,5/16/2011 17:28,5/16/2011 17:39,1,1,91,1,1,1,NA,NA,1,NA,NA,1,2,2,0,1,2,1,1,2,1,2,2,2,2,2,1,1,0,0,0,0,1,1
851721,5/16/2011 17:30,5/16/2011 17:40,1,1,100,NA,NA,1,NA,1,NA,NA,NA,2,1,2,1,1,2,1,2,0,2,1,1,1,2,0,2,0,1,0,1,1,1,0
1122309,5/16/2011 17:27,5/16/2011 17:41,1,1,50,1,1,NA,NA,NA,1,1,1,0,2,1,0,1,1,0,1,1,2,2,0,2,2,0,2,2,0,0,2,1,2,0
1121125,5/16/2011 17:35,5/16/2011 17:44,1,1,100,1,1,1,1,1,1,1,NA,0,2,0,1,1,2,2,2,1,1,0,0,0,2,1,1,0,0,1,2,0,2,1
1271170,5/16/2011 17:35,5/16/2011 17:46,1,1,100,1,1,1,1,NA,NA,NA,NA,1,0,2,2,1,1,1,1,0,0,1,0,2,1,2,0,1,0,0,0,0,0,0
1247643,5/16/2011 17:39,5/16/2011 17:46,1,1,100,1,1,1,NA,NA,1,NA,NA,0,2,1,1,0,1,0,1,0,2,2,2,2,2,1,1,1,0,0,0,1,2,1
669347,5/16/2011 17:36,5/16/2011 17:46,1,1,100,1,1,NA,NA,NA,1,1,1,2,2,0,1,2,2,1,2,2,2,0,2,1,2,0,1,1,0,0,1,1,2,1
98951,5/16/2011 17:40,5/16/2011 17:48,1,1,100,NA,1,1,NA,NA,NA,NA,NA,2,2,0,1,2,2,2,2,2,1,2,2,1,2,1,1,2,2,0,1,2,2,2
784628,5/16/2011 17:37,5/16/2011 17:53,1,1,95,1,1,NA,NA,NA,NA,NA,NA,2,1,0,0,2,2,1,2,2,1,1,0,0,1,0,0,1,0,0,0,1,1,0
1263912,5/16/2011 17:41,5/16/2011 17:54,1,1,100,NA,1,1,NA,1,NA,1,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2
717005,5/16/2011 17:47,5/16/2011 17:56,1,1,100,NA,1,1,1,1,NA,NA,NA,2,1,0,0,2,2,2,2,0,2,2,2,2,2,0,1,1,1,0,1,1,1,0
794106,5/16/2011 17:41,5/16/2011 17:57,1,1,98,NA,1,NA,NA,1,NA,1,NA,2,0,1,0,2,2,2,2,2,2,1,1,0,2,0,2,1,0,0,0,2,2,1
1261910,5/16/2011 17:45,5/16/2011 18:00,1,1,100,1,NA,NA,NA,NA,1,1,1,0,0,2,1,2,1,2,1,1,2,2,2,1,2,1,0,1,1,1,1,2,2,1
640942,5/16/2011 17:54,5/16/2011 18:02,1,1,100,1,1,1,1,1,1,1,1,1,1,1,2,2,1,0,1,0,2,1,1,1,2,2,0,0,0,2,2,0,1,0
1619575,5/16/2011 17:50,5/16/2011 18:04,1,1,18,1,NA,NA,NA,1,NA,NA,1,1,1,0,0,1,2,2,2,1,2,1,1,2,2,1,2,0,0,1,2,1,2,1
1257335,5/16/2011 17:59,5/16/2011 18:11,1,1,99,1,1,NA,NA,NA,1,1,1,0,2,2,0,2,2,0,0,2,2,2,1,1,2,1,0,1,1,0,2,0,2,1
988183,5/16/2011 18:03,5/16/2011 18:11,1,1,90,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,NA,1,NA,NA
401365,5/16/2011 18:01,5/16/2011 18:12,1,1,100,1,NA,NA,1,1,NA,NA,NA,0,1,0,0,1,2,1,1,0,0,0,1,0,0,0,1,0,1,1,0,1,1,0
1262680,5/16/2011 17:57,5/16/2011 18:13,1,1,100,1,1,1,1,1,1,1,1,2,2,0,0,2,2,2,2,2,2,1,1,0,2,0,0,0,0,1,1,0,2,2
1596034,5/16/2011 17:52,5/16/2011 18:15,1,1,100,1,1,1,NA,1,1,1,1,2,2,2,1,2,2,1,1,2,2,2,2,2,2,1,0,2,2,2,2,2,2,2
981009,5/16/2011 18:05,5/16/2011 18:16,1,1,100,NA,1,1,1,NA,NA,NA,NA,2,2,2,0,1,2,2,2,2,1,0,2,0,2,1,1,2,0,0,1,0,1,1
984380,5/16/2011 17:58,5/16/2011 18:16,1,1,100,1,1,NA,NA,1,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,1,NA,1,NA,NA
608445,5/16/2011 18:09,5/16/2011 18:20,1,1,100,1,1,1,1,NA,NA,1,1,1,0,2,0,2,1,2,1,0,1,1,2,0,2,2,2,0,0,1,1,0,0,2
1190126,5/16/2011 17:56,5/16/2011 18:24,1,1,71,1,NA,NA,NA,1,1,1,1,1,1,1,0,0,2,0,2,0,1,1,1,1,2,1,1,2,2,0,0,1,0,1
1286073,5/16/2011 18:16,5/16/2011 18:24,1,1,86,1,1,1,NA,NA,NA,NA,1,1,1,1,1,1,2,1,1,0,0,0,1,1,2,0,2,2,0,0,1,1,0,0
1088268,5/16/2011 18:14,5/16/2011 18:27,1,1,100,1,1,1,NA,1,NA,NA,NA,0,2,1,0,2,2,2,2,2,1,1,1,2,2,1,0,0,0,0,1,0,1,1
1227665,5/16/2011 18:15,5/16/2011 18:29,1,1,100,1,1,NA,1,1,1,NA,NA,1,1,0,0,NA,NA,NA,1,0,NA,1,1,0,2,NA,NA,1,0,NA,NA,1,NA,1
764884,5/16/2011 14:07,5/16/2011 18:33,1,1,100,1,1,1,NA,1,1,1,NA,2,2,2,1,2,2,2,2,1,2,2,1,1,2,2,0,2,2,1,2,0,2,2
1622857,5/16/2011 18:28,5/16/2011 18:36,1,1,100,1,NA,NA,NA,NA,NA,NA,1,2,1,1,1,2,2,1,2,2,2,2,1,1,2,0,2,1,0,0,0,2,1,0
1257275,5/16/2011 18:13,5/16/2011 18:36,1,1,100,1,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
306108,5/16/2011 18:20,5/16/2011 18:37,1,1,76,1,1,NA,NA,NA,1,NA,1,1,1,1,1,0,1,0,2,2,0,0,2,1,0,1,1,2,2,2,0,0,1,1
628670,5/16/2011 18:29,5/16/2011 18:38,1,1,81,1,1,1,1,1,NA,1,NA,1,NA,1,0,NA,NA,NA,NA,1,2,NA,0,1,1,0,2,0,1,0,2,0,2,0
1080165,5/16/2011 18:27,5/16/2011 18:42,1,1,75,1,1,1,NA,NA,1,1,1,1,2,0,1,2,1,0,1,0,0,2,0,0,2,0,0,2,0,0,1,0,2,0
874639,5/16/2011 18:20,5/16/2011 18:44,1,1,95,1,1,1,1,1,1,1,1,0,2,0,0,1,0,1,2,2,0,1,1,1,2,0,1,0,1,0,2,0,2,1
628954,5/16/2011 18:31,5/16/2011 18:45,1,1,100,1,1,1,1,1,NA,NA,NA,2,0,0,0,2,2,1,1,0,1,1,0,0,2,0,2,1,0,0,0,2,1,0
596519,5/16/2011 18:35,5/16/2011 18:48,1,1,98,1,1,1,1,1,1,NA,NA,0,1,0,1,2,1,1,0,1,0,0,0,1,0,2,0,1,0,0,1,0,1,1
718154,5/16/2011 18:26,5/16/2011 18:48,1,1,100,1,1,1,NA,1,1,1,NA,1,1,1,0,2,0,2,1,2,1,1,0,0,1,2,0,0,0,1,1,1,1,1
1249410,5/16/2011 18:37,5/16/2011 18:51,1,1,91,1,1,1,1,1,1,1,NA,1,2,0,0,2,2,1,1,2,1,1,1,1,2,0,1,1,0,0,2,1,2,0
1278805,5/16/2011 18:34,5/16/2011 18:52,1,1,100,1,1,1,1,1,1,1,NA,1,1,2,0,1,1,1,0,2,0,0,1,0,0,0,1,1,0,0,0,0,0,0
1068593,5/16/2011 18:43,5/16/2011 18:52,1,1,100,NA,1,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,2,2,NA,2,NA,NA,NA,NA,NA,0,NA,NA,2,2,NA,NA,NA
1271658,5/16/2011 18:37,5/16/2011 18:52,1,1,100,1,1,1,NA,1,NA,NA,NA,0,2,2,1,1,2,2,1,2,0,1,1,1,0,2,0,1,0,0,2,0,2,1
1246769,5/16/2011 18:35,5/16/2011 18:52,1,1,100,NA,1,1,NA,NA,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,0,2,2,2,2,1,2,2
353552,5/16/2011 18:39,5/16/2011 18:54,1,1,100,1,1,1,NA,1,1,1,1,NA,0,NA,NA,NA,NA,1,NA,1,NA,NA,NA,1,2,NA,0,2,NA,NA,NA,NA,NA,2
1234627,5/16/2011 18:46,5/16/2011 18:55,1,1,95,1,1,NA,NA,1,NA,NA,NA,1,2,1,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,2,0,2,2
1242543,5/16/2011 18:36,5/16/2011 18:55,1,1,100,1,1,1,NA,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0,2,1,1,2,2,2,2
1606489,5/16/2011 18:46,5/16/2011 18:59,1,1,100,1,1,NA,NA,1,1,1,1,2,0,0,0,1,2,1,2,2,0,1,1,0,2,0,0,0,0,0,0,1,1,0
1620732,5/16/2011 18:44,5/16/2011 19:00,1,1,100,1,NA,1,NA,1,1,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
614874,5/16/2011 18:58,5/16/2011 19:09,1,1,92,NA,1,NA,1,NA,NA,NA,NA,0,2,1,0,1,1,2,0,0,1,1,2,2,1,2,1,1,0,0,2,1,2,0
1238351,5/16/2011 18:59,5/16/2011 19:15,1,1,56,NA,1,NA,1,NA,NA,NA,NA,1,2,0,1,2,2,2,2,2,0,0,2,0,0,1,0,1,1,1,2,0,2,2
728455,5/16/2011 19:01,5/16/2011 19:19,1,1,50,1,1,NA,NA,NA,1,1,1,0,0,0,0,1,1,0,0,1,2,1,0,1,1,0,2,1,0,0,0,0,0,1
1252621,5/16/2011 19:12,5/16/2011 19:23,1,1,100,1,NA,NA,NA,NA,1,1,NA,1,2,2,1,1,1,1,2,1,1,2,1,1,2,0,0,1,1,0,2,0,2,1
