ID,V8,V9,V10,Q1,Q2_1,Q3_1,Q3_2,Q3_3,Q3_4,Q3_5,Q3_6,Q3_7,Q3_8,Q12_1_Group,Q12_2_Group,Q12_3_Group,Q12_4_Group,Q12_5_Group,Q12_6_Group,Q12_7_Group,Q12_8_Group,Q12_9_Group,Q12_10_Group,Q12_11_Group,Q12_12_Group,Q12_13_Group,Q12_14_Group,Q12_15_Group,Q12_16_Group,Q12_17_Group,Q12_18_Group,Q12_19_Group,Q12_20_Group,Q12_21_Group,Q12_22_Group,Q12_23_Group
NA,5/13/2011 11:02,5/13/2011 11:02,0,1,100,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1222273,5/20/2011 12:38,5/20/2011 12:54,1,1,95,1,NA,1,NA,NA,NA,NA,NA,2,1,0,0,2,2,NA,NA,2,NA,1,NA,NA,2,NA,0,2,0,0,1,0,1,1
702161,5/20/2011 12:54,5/20/2011 13:01,1,1,100,NA,1,NA,NA,NA,1,NA,NA,0,2,0,0,2,2,2,2,1,2,0,1,0,2,0,1,0,0,0,1,0,0,0
12345,5/13/2011 14:57,5/13/2011 15:03,0,1,38,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1253861,5/20/2011 15:38,5/20/2011 15:58,1,1,41,1,1,1,NA,1,1,1,1,1,2,0,0,0,2,2,1,2,0,2,2,1,1,1,2,2,0,1,2,1,2,2
942454,5/16/2011 13:58,5/16/2011 14:02,0,1,100,1,1,1,1,1,NA,NA,NA,1,2,2,1,2,1,1,2,0,0,1,1,0,1,0,1,1,0,0,2,1,2,1
1264663,5/16/2011 14:01,5/16/2011 14:59,0,1,100,1,1,1,NA,1,1,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,0,NA,NA,0,1,1,2,NA
927089,5/17/2011 9:32,5/17/2011 9:44,0,1,100,1,NA,NA,NA,NA,1,1,1,2,1,1,1,2,2,1,1,1,1,1,0,1,2,1,0,1,0,0,1,0,2,2
1693406,5/17/2011 15:22,5/17/2011 15:28,0,1,78,1,1,1,NA,1,1,1,1,2,2,1,1,2,2,2,2,1,2,1,0,2,2,1,1,1,0,0,2,1,1,0
1622279,5/16/2011 19:54,5/16/2011 20:06,0,1,90,1,1,1,1,NA,1,1,NA,1,2,0,0,0,2,1,1,0,1,0,1,0,1,0,2,0,0,0,2,1,1,0
1253371,5/16/2011 13:54,5/16/2011 14:01,0,1,100,1,1,1,NA,NA,1,NA,NA,2,2,1,1,2,2,2,2,2,1,2,1,1,2,0,1,0,0,0,1,2,2,0
1250436,5/16/2011 16:40,5/16/2011 16:49,0,1,100,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,0,NA,NA,NA,NA
1275733,5/16/2011 16:47,5/16/2011 17:02,0,1,50,1,1,1,NA,1,NA,1,NA,1,2,1,1,2,2,1,2,2,2,1,1,2,2,1,0,2,1,2,2,0,2,2
1222244,5/16/2011 13:57,5/16/2011 14:04,0,1,100,1,1,1,1,1,1,1,1,2,0,0,0,2,2,1,1,1,2,0,0,0,2,0,1,0,0,0,0,1,1,0
987130,5/16/2011 15:20,5/16/2011 15:34,0,1,100,1,1,1,NA,NA,1,NA,NA,2,2,0,0,1,2,1,2,2,1,1,1,0,2,1,2,0,1,0,2,2,2,1
1308020,5/16/2011 14:14,5/16/2011 14:38,0,1,99,1,1,1,NA,NA,1,1,1,1,2,2,1,2,2,2,2,1,2,2,1,2,2,2,0,2,1,2,2,1,2,2
493820,5/16/2011 17:32,5/16/2011 17:38,0,1,40,NA,1,1,1,1,NA,1,1,0,0,0,0,2,2,0,1,2,1,2,1,0,1,0,2,1,1,2,2,1,2,1
59143,5/16/2011 13:57,5/16/2011 14:11,0,1,100,1,1,NA,NA,NA,1,NA,NA,0,2,0,0,0,1,1,1,1,1,1,0,0,2,0,1,1,1,2,2,1,2,2
NA,5/12/2011 0:40,5/16/2011 11:55,0,1,78,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1274576,5/16/2011 17:43,5/16/2011 17:50,0,1,90,NA,1,1,NA,NA,1,NA,1,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1098957,5/16/2011 14:36,5/16/2011 14:40,0,1,100,1,1,1,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1619485,5/17/2011 6:50,5/17/2011 7:02,0,1,100,NA,NA,1,NA,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,2,1,0,1,1,1,1,1,1,1
1255547,5/16/2011 14:51,5/16/2011 15:02,0,1,100,1,NA,1,1,NA,1,NA,1,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,1,NA,1,1,NA,0,NA,NA,1
191155,5/16/2011 21:39,5/16/2011 21:46,0,1,90,1,1,1,NA,NA,NA,NA,NA,1,2,0,0,2,2,2,2,2,2,1,1,2,2,2,2,0,1,0,2,1,2,2
173353,5/16/2011 16:22,5/16/2011 16:30,0,1,100,1,1,NA,NA,NA,NA,NA,NA,2,2,0,0,2,2,2,2,2,1,2,1,2,2,0,1,2,1,0,2,1,2,2
599974,5/17/2011 8:35,5/17/2011 8:40,0,1,100,NA,1,NA,NA,NA,NA,1,NA,0,0,1,1,0,0,0,2,1,1,0,0,0,2,1,1,1,1,1,1,1,0,1
1265393,5/16/2011 17:27,5/16/2011 17:39,0,1,100,1,1,1,1,1,1,1,1,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1259633,5/16/2011 22:13,5/16/2011 22:24,0,1,36,1,1,1,1,1,1,NA,NA,0,1,1,1,0,NA,1,0,1,0,1,2,1,0,1,0,0,NA,NA,NA,0,NA,1
594600,5/16/2011 16:48,5/16/2011 17:13,0,1,75,NA,1,1,NA,NA,1,1,NA,0,1,0,2,1,2,1,1,1,2,1,1,0,1,1,0,2,0,0,2,0,2,1
1237850,5/17/2011 20:26,5/17/2011 20:34,0,1,95,1,1,NA,NA,NA,NA,1,NA,2,2,0,1,2,2,2,0,0,2,1,1,1,2,0,2,1,1,1,1,2,2,0
1277451,5/16/2011 16:28,5/16/2011 16:54,0,1,100,1,1,1,1,1,NA,1,1,1,1,2,1,0,2,0,1,1,1,2,1,2,2,2,1,2,0,1,1,0,2,1
1314917,5/16/2011 14:25,5/16/2011 14:39,0,1,99,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,1,2,1,2,2,0,1,1,1,2,2,1,1,0,0,0
653623,5/16/2011 13:51,5/16/2011 13:58,0,1,100,NA,1,1,NA,NA,NA,NA,NA,2,2,1,1,2,2,1,2,2,2,1,0,0,2,1,0,1,0,1,2,2,2,1
423177,5/16/2011 14:34,5/16/2011 14:41,0,1,100,1,1,1,NA,1,1,1,1,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,1,NA,NA,1
1093596,5/18/2011 22:04,5/18/2011 22:18,0,1,92,1,1,1,NA,1,1,1,NA,1,2,0,0,0,1,0,0,0,1,0,0,1,0,0,2,1,1,1,2,0,2,0
1279773,5/16/2011 19:08,5/16/2011 19:17,0,1,99,1,1,1,NA,NA,1,1,1,2,2,0,0,1,2,2,2,2,0,0,0,2,0,2,1,0,0,0,2,0,1,2
474895,5/16/2011 15:37,5/16/2011 15:43,0,1,85,NA,1,1,NA,NA,1,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,1,NA,1,2,NA,NA,0,NA,1,0,NA,NA,0
1272392,5/17/2011 17:44,5/17/2011 17:55,0,1,49,1,1,NA,NA,1,1,1,NA,1,1,1,0,2,2,2,2,2,2,1,1,1,2,1,0,2,2,1,1,2,2,2
492343,5/16/2011 14:50,5/16/2011 14:53,0,1,100,1,1,NA,NA,NA,1,1,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2
1278423,5/18/2011 8:00,5/18/2011 8:20,0,1,100,NA,1,1,NA,1,NA,1,1,1,1,1,1,2,2,1,2,1,2,1,1,1,2,1,0,1,1,1,1,1,1,0
NA,5/20/2011 13:48,5/20/2011 14:08,0,1,92,1,NA,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,0,NA,NA,NA,NA,NA,NA,NA
798691,5/16/2011 13:54,5/16/2011 14:04,0,1,100,1,1,1,1,1,1,1,1,2,1,2,0,2,2,2,2,2,2,1,2,2,2,1,2,2,1,0,1,1,1,2
639140,5/16/2011 21:06,5/16/2011 21:16,0,1,100,1,1,1,1,1,1,1,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,NA,NA,NA
769444,5/16/2011 19:14,5/16/2011 19:32,0,1,100,1,NA,1,NA,1,1,1,1,2,1,0,0,2,1,2,2,1,2,1,1,1,2,2,0,1,1,2,2,1,0,2
429198,5/16/2011 14:22,5/16/2011 16:36,0,1,80,1,1,NA,NA,1,1,NA,NA,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,0,2,0,2,2
1279813,5/19/2011 11:59,5/19/2011 12:14,0,1,99,1,1,1,1,1,1,1,1,0,1,0,0,0,2,0,0,0,1,0,2,1,2,2,1,1,0,0,1,0,1,0
51256,5/16/2011 13:52,5/16/2011 14:10,0,1,100,1,1,1,1,NA,NA,NA,NA,0,0,1,1,0,0,2,0,2,0,2,2,1,1,1,2,2,1,1,1,1,1,2
1248852,5/16/2011 19:09,5/16/2011 19:20,0,1,100,NA,NA,1,1,1,1,1,1,1,0,1,0,2,1,2,1,2,2,1,0,2,1,0,1,2,0,1,1,0,1,0
783433,5/16/2011 19:55,5/16/2011 20:16,0,1,100,1,1,1,NA,1,1,NA,1,2,2,1,0,1,2,0,0,1,1,2,1,1,2,1,0,1,0,0,2,0,2,1
1280382,5/16/2011 14:52,5/16/2011 16:18,0,1,81,1,1,1,NA,NA,1,1,1,2,1,1,1,2,2,2,2,2,2,2,2,1,2,1,0,2,1,1,1,2,2,2
643007,5/16/2011 17:18,5/16/2011 17:30,0,1,100,1,NA,1,NA,NA,1,NA,NA,0,1,2,2,2,2,2,1,1,0,2,2,2,2,2,0,2,2,2,2,0,1,2
1261446,5/16/2011 13:55,5/16/2011 14:02,0,1,100,NA,1,1,NA,NA,NA,NA,NA,2,2,2,0,2,2,2,2,1,1,1,0,2,2,1,1,0,0,0,1,1,1,0
588395,5/16/2011 13:55,5/16/2011 14:03,0,1,100,1,1,NA,NA,NA,NA,NA,NA,1,2,0,0,2,2,2,2,1,2,2,1,1,2,1,1,0,0,1,2,0,2,2
1240789,5/16/2011 14:51,5/16/2011 14:58,0,1,84,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA
1272342,5/16/2011 14:32,5/16/2011 15:05,0,1,83,1,1,1,NA,1,1,1,1,0,NA,NA,0,0,NA,0,1,2,NA,0,NA,0,0,1,NA,NA,1,1,1,1,1,NA
1226385,5/16/2011 14:43,5/16/2011 15:02,0,1,91,1,1,1,NA,NA,1,1,1,2,2,0,0,2,2,1,1,2,1,2,2,2,1,1,0,0,0,0,1,1,1,2
846066,5/17/2011 9:37,5/17/2011 10:14,0,1,100,1,1,1,NA,NA,1,NA,NA,1,1,0,NA,NA,2,1,1,0,1,0,NA,NA,2,0,1,NA,0,1,0,NA,1,NA
1266770,5/19/2011 20:36,5/19/2011 20:44,0,1,100,1,1,1,NA,NA,NA,NA,NA,0,2,1,1,1,2,2,2,2,0,1,1,2,1,2,1,2,1,2,2,0,2,1
837565,5/16/2011 16:37,5/16/2011 16:47,0,1,90,1,NA,NA,NA,NA,NA,1,NA,0,2,2,1,1,2,2,0,0,0,1,1,1,2,1,0,2,2,1,2,1,2,1
594783,5/16/2011 13:53,5/16/2011 13:59,0,1,85,1,1,1,1,1,1,1,1,1,2,1,0,1,0,2,2,1,0,1,1,2,1,0,2,1,1,1,2,0,2,2
465632,5/16/2011 14:58,5/16/2011 15:10,0,1,100,1,1,1,1,1,1,1,1,NA,1,1,1,NA,NA,NA,0,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,1,0,NA,NA
259829,5/16/2011 14:12,5/16/2011 16:20,0,1,100,1,1,1,NA,NA,1,NA,NA,NA,NA,0,0,0,NA,0,0,NA,0,NA,NA,NA,NA,1,NA,1,NA,1,NA,1,2,NA
781976,5/17/2011 22:51,5/17/2011 23:06,0,1,100,NA,1,NA,NA,1,1,NA,NA,1,0,1,0,1,2,2,1,2,2,0,0,2,2,0,0,1,0,0,0,0,0,0
993742,5/16/2011 16:50,5/16/2011 17:00,0,1,100,1,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,2,0,NA,0,0,1,NA,NA,NA,2,2,0,0,NA,NA,2,1,2,2
1245044,5/17/2011 17:55,5/17/2011 18:00,0,1,96,NA,1,1,NA,NA,1,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA
322665,5/16/2011 18:34,5/16/2011 18:42,0,1,99,1,1,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,NA,1,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA
548003,5/16/2011 15:48,5/16/2011 15:54,0,1,100,1,NA,NA,NA,NA,NA,NA,NA,0,2,2,2,2,2,2,0,1,0,2,2,1,2,2,0,2,2,2,2,0,2,2
1278292,5/16/2011 16:04,5/16/2011 16:11,0,1,35,1,NA,1,NA,NA,NA,NA,1,2,2,2,1,2,2,2,2,2,1,1,0,2,2,2,2,2,2,2,2,0,2,2
1265865,5/16/2011 14:13,5/16/2011 14:21,0,1,100,1,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
599016,5/16/2011 13:54,5/16/2011 14:05,0,1,100,1,1,1,NA,1,1,NA,NA,1,1,0,1,0,2,2,1,1,2,0,1,0,2,0,2,1,0,0,1,0,1,1
1258564,5/16/2011 13:59,5/16/2011 14:08,0,1,90,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA
675672,5/17/2011 9:03,5/17/2011 9:09,0,1,100,1,1,1,NA,NA,NA,NA,NA,1,0,0,0,2,2,1,1,0,2,1,1,2,2,0,2,2,1,1,0,1,1,2
315895,5/16/2011 14:14,5/16/2011 14:27,0,1,78,1,NA,NA,NA,1,NA,NA,NA,NA,2,0,0,2,2,2,1,1,1,2,1,0,1,0,2,1,0,0,2,0,2,1
1283184,5/16/2011 16:48,5/16/2011 16:55,0,1,62,1,NA,NA,1,NA,NA,1,1,0,1,0,0,0,2,2,1,0,0,2,2,0,0,0,2,0,1,1,1,0,1,1
322965,5/16/2011 16:55,5/16/2011 17:08,0,1,100,1,1,1,1,1,1,1,1,2,2,0,1,1,2,2,2,1,1,0,0,0,2,1,0,0,1,1,1,0,2,0
1256317,5/17/2011 9:59,5/17/2011 10:46,0,1,100,1,1,1,NA,1,1,1,1,1,1,2,1,2,2,2,1,1,2,1,2,1,2,2,0,1,2,1,2,2,2,2
722988,5/18/2011 20:39,5/18/2011 20:43,0,1,100,1,1,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1685501,5/16/2011 16:06,5/16/2011 16:23,0,1,100,NA,NA,NA,NA,1,NA,NA,NA,1,1,2,0,1,2,2,0,2,0,2,2,2,2,2,0,1,2,0,0,0,1,2
639140,5/16/2011 19:07,5/16/2011 19:14,0,1,100,1,1,1,1,1,1,1,1,2,NA,1,0,NA,2,NA,2,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,NA,NA,NA
1266183,5/16/2011 14:27,5/16/2011 14:32,0,1,20,1,1,1,NA,NA,NA,NA,NA,2,1,2,0,1,2,2,2,2,2,1,1,2,2,2,2,0,0,0,0,0,0,2
1614621,5/17/2011 18:44,5/17/2011 18:56,0,1,100,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,2,0,0,0,0,2,0,0
1237465,5/17/2011 12:01,5/17/2011 12:09,0,1,100,NA,1,1,NA,1,1,NA,NA,1,2,1,0,2,2,1,2,1,2,1,0,0,2,0,0,1,0,1,2,0,2,2
1255621,5/16/2011 14:02,5/16/2011 14:10,0,1,61,NA,1,1,1,NA,1,1,NA,2,2,0,0,2,2,2,2,2,0,2,2,1,1,2,1,0,0,2,2,1,2,1
719413,5/18/2011 11:52,5/18/2011 14:42,0,1,91,1,1,NA,NA,1,1,1,NA,0,1,2,0,1,1,2,0,0,0,1,1,1,2,0,0,0,1,0,1,0,2,1
1278222,5/16/2011 13:58,5/16/2011 14:02,0,1,50,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
832295,5/17/2011 22:40,5/17/2011 22:59,0,1,100,1,1,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1243982,5/16/2011 14:52,5/16/2011 14:55,0,1,76,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0
810628,5/16/2011 13:53,5/16/2011 14:01,0,1,100,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
162802,5/17/2011 6:08,5/17/2011 8:39,0,1,100,1,1,1,NA,NA,1,1,1,0,1,0,0,1,1,1,1,0,2,2,1,1,2,1,2,1,1,1,1,0,1,1
1210084,5/16/2011 13:55,5/16/2011 14:30,0,1,100,1,1,NA,1,NA,NA,NA,NA,2,0,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,0,0,2
115177,5/16/2011 18:09,5/16/2011 18:19,0,1,100,1,1,1,NA,NA,NA,1,1,0,0,0,0,1,1,0,2,0,1,1,0,2,2,1,1,1,0,0,1,0,1,0
1256768,5/16/2011 14:06,5/16/2011 14:08,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1261893,5/16/2011 17:07,5/16/2011 17:14,0,1,100,1,1,1,NA,1,NA,NA,NA,1,1,1,0,1,1,0,1,1,0,1,1,2,1,2,2,1,1,0,0,0,0,1
1250876,5/16/2011 16:09,5/16/2011 16:16,0,1,100,1,1,NA,NA,1,1,1,NA,0,1,1,0,1,1,2,0,1,1,2,2,2,0,2,0,2,1,0,1,0,0,0
85,5/16/2011 14:19,5/16/2011 14:24,0,1,100,1,1,1,NA,1,1,1,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
815710,5/16/2011 15:31,5/16/2011 15:40,0,1,100,1,1,1,NA,1,1,1,1,1,1,0,0,2,2,1,2,2,2,2,2,1,2,1,0,0,1,0,0,2,2,1
950839,5/16/2011 21:04,5/16/2011 21:12,0,1,100,1,NA,1,NA,1,1,NA,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2
1250436,5/19/2011 11:28,5/19/2011 11:34,0,1,2,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,1,NA,1,1,1,1,0,NA,NA,NA,NA
676387,5/16/2011 16:15,5/16/2011 16:21,0,1,100,1,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,1,NA,NA
1246160,5/17/2011 13:15,5/17/2011 13:32,0,1,100,1,1,1,1,1,1,1,1,1,1,1,0,NA,2,NA,NA,1,NA,NA,NA,0,NA,0,0,NA,0,1,1,NA,NA,0
1272392,5/17/2011 18:05,5/17/2011 18:11,0,1,49,1,1,NA,NA,1,1,NA,NA,1,1,1,0,2,2,2,2,2,2,2,2,2,2,1,0,2,2,1,1,1,2,2
1256852,5/16/2011 15:13,5/16/2011 16:01,0,1,85,1,1,1,1,NA,NA,NA,NA,0,2,0,0,1,2,2,1,1,0,1,2,1,1,1,0,2,1,2,2,1,0,1
501967,5/16/2011 14:23,5/16/2011 14:30,0,1,100,1,NA,NA,NA,1,1,NA,1,1,2,0,0,2,1,1,1,2,0,1,1,1,2,0,1,0,0,0,0,0,2,2
1242311,5/16/2011 13:59,5/16/2011 14:06,0,1,100,NA,1,1,NA,NA,1,NA,NA,0,1,0,0,0,1,0,1,1,2,0,1,0,2,0,2,1,0,0,1,0,1,1
833841,5/16/2011 14:00,5/16/2011 14:06,0,1,100,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA
1272684,5/16/2011 17:23,5/16/2011 17:29,0,1,19,NA,1,NA,NA,NA,NA,NA,NA,2,1,1,0,2,2,1,1,2,2,1,1,2,2,0,2,2,0,0,0,2,1,2
1241209,5/16/2011 19:57,5/16/2011 20:04,0,1,100,1,1,1,NA,1,1,1,NA,2,1,0,0,1,2,2,2,1,0,0,0,0,2,0,1,2,0,0,2,1,1,0
1269198,5/16/2011 17:05,5/16/2011 17:09,0,1,100,1,1,1,NA,1,1,1,1,1,2,1,1,2,2,2,2,2,NA,NA,1,NA,NA,NA,0,NA,1,NA,NA,0,NA,NA
232385,5/16/2011 14:26,5/16/2011 14:53,0,1,100,1,1,1,1,1,1,1,1,2,2,2,0,2,2,2,2,2,2,2,0,2,2,2,2,0,0,0,2,0,2,2
1232220,5/16/2011 18:09,5/16/2011 18:09,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1237096,5/16/2011 14:15,5/16/2011 14:23,0,1,61,1,1,NA,NA,1,NA,NA,NA,0,1,0,0,1,2,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,1,0
702161,5/16/2011 16:05,5/16/2011 16:15,0,1,100,NA,1,NA,NA,NA,1,NA,NA,0,2,0,0,2,2,2,2,1,2,0,0,0,2,0,1,1,0,0,1,0,0,0
1625516,5/16/2011 22:12,5/16/2011 22:24,0,1,100,NA,NA,1,NA,NA,NA,NA,NA,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2
1284055,5/17/2011 7:52,5/17/2011 7:56,0,1,100,1,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
630207,5/16/2011 14:03,5/16/2011 14:12,0,1,100,1,1,1,1,1,1,1,1,2,2,2,0,1,2,1,1,1,2,1,0,0,2,0,2,0,1,1,2,1,2,0
1623959,5/16/2011 15:20,5/16/2011 15:27,0,1,100,1,NA,NA,1,1,1,NA,NA,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0,0,NA,1,NA,0
1268522,5/16/2011 15:23,5/16/2011 15:36,0,1,100,NA,1,1,NA,NA,1,NA,NA,0,1,1,1,2,2,2,2,2,2,2,2,2,2,0,2,1,0,0,0,2,2,2
784972,5/16/2011 22:58,5/16/2011 23:06,0,1,95,NA,NA,1,1,1,1,1,1,1,1,2,0,2,1,1,2,2,1,0,0,0,2,1,1,2,0,0,2,1,2,0
1259630,5/19/2011 18:47,5/19/2011 18:58,0,1,90,1,1,1,1,NA,1,1,1,2,2,0,0,1,1,2,2,0,1,1,2,0,2,0,1,1,1,0,2,1,2,1
37601,5/16/2011 22:29,5/16/2011 22:39,0,1,50,1,1,NA,NA,NA,NA,NA,NA,1,2,0,0,2,2,2,1,1,2,1,0,0,1,0,1,2,1,0,2,1,2,1
1268576,5/16/2011 18:59,5/16/2011 19:05,0,1,92,1,1,NA,NA,NA,NA,NA,NA,1,1,1,0,0,0,1,0,2,0,1,0,0,1,1,1,1,0,0,1,0,1,2
1248671,5/16/2011 13:53,5/16/2011 14:05,0,1,70,1,1,1,NA,NA,NA,NA,NA,2,0,0,1,1,2,1,2,1,2,2,2,1,2,0,1,1,0,1,0,1,1,1
602606,5/18/2011 1:17,5/18/2011 1:24,0,1,100,1,1,1,NA,NA,1,NA,NA,0,1,2,1,1,2,1,0,0,0,2,2,1,2,2,1,2,2,2,1,1,2,1
806061,5/16/2011 20:00,5/16/2011 20:05,0,1,80,1,1,NA,NA,NA,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2
687541,5/18/2011 19:33,5/18/2011 19:39,0,1,100,1,1,1,1,NA,NA,NA,NA,0,2,0,1,1,1,1,2,2,2,2,1,0,2,0,1,0,0,1,1,0,2,0
